LEVEL	NAME	TAXID	READ_COUNT	TOTAL_BP_MAPPED	TOTAL_BP_MISMATCH	LINEAR_LEN	LINEAR_DOC	ROLLUP_DOC	REL_ABUNDANCE	LINEAR_COV	LINEAR_COV_MAPPED_SIG	BEST_LINEAR_COV	MAPPED_SIG_LENGTH	TOL_SIG_LENGTH	ABUNDANCE	ZSCORE	NOTE
class	Flavobacteriia	117743	991	73674	3464	20461	3.600704	0.040907	0.002401	0.011361	0.530188	0.011361	38592	1800993	0.040907	9.328492	
class	Acidobacteria subdivision 6	1813735	1066	92994	4671	61659	1.508198	0.016336	0.000959	0.010831	0.414922	0.010831	148604	5692709	0.016336	9.556447	
class	Deltaproteobacteria	28221	1070	90050	1594	65510	1.374599	0.015675	0.000920	0.011404	0.594551	0.011404	110184	5744644	0.015675	9.310806	
class	Planctomycetia	203683	1355	130170	8053	86055	1.512637	0.015026	0.000882	0.009933	0.248065	0.009933	346905	8663170	0.015026	9.983494	
order	Streptomycetales	85011	348665	24819882	484498	2514839	9.869372	10.157051	0.596267	0.184071	0.816026	0.516078	3081812	13662317	10.157051	0.968344	
order	Micromonosporales	85008	69785	5301876	139111	1258756	4.211997	1.701082	0.099862	0.403866	0.793334	0.403866	1586665	3116767	1.701082	1.214936	
order	Rhizobiales	356	37163	3196541	82696	1841702	1.735645	1.319912	0.077485	0.053387	0.594552	0.326740	3097632	34497210	1.319912	1.435458	
order	Streptosporangiales	85012	39291	2600126	76635	840292	3.094312	1.023747	0.060099	0.063524	0.682275	0.191633	1231603	13227871	1.023747	2.053855	
order	Caudovirales	28883	159	12927	431	5772	2.239605	0.635391	0.037300	0.154916	0.648539	0.240350	8900	37259	0.635391	1.777805	
order	Xanthomonadales	135614	14546	1232104	22752	771836	1.596329	0.633407	0.037184	0.101441	0.641372	0.185565	1203413	7608736	0.633407	2.094983	
order	Corynebacteriales	85007	13306	994046	35430	550715	1.805010	0.519358	0.030489	0.020572	0.580631	0.063055	948477	26770739	0.519358	3.854764	
order	Nitrosomonadales	32003	5068	546385	14912	348316	1.568647	0.185131	0.010868	0.076664	0.490230	0.102501	710515	4543417	0.185131	2.959056	
order	Pseudomonadales	72274	1388	113912	2095	78192	1.456824	0.165416	0.009711	0.012665	0.511076	0.019338	152995	6174038	0.165416	7.121130	
order	Sphingomonadales	204457	3213	256746	5545	174877	1.468152	0.148874	0.008740	0.047370	0.652918	0.080848	267839	3691702	0.148874	3.371769	
order	Opitutales	415000	4473	320095	14678	94095	3.401828	0.111582	0.006550	0.032801	0.522904	0.032801	179947	2868688	0.111582	5.430207	
order	Burkholderiales	80840	2730	233963	5813	166869	1.402076	0.090136	0.005291	0.034851	0.544717	0.050536	306341	4788060	0.090136	4.334494	
order	Rhodospirillales	204441	4187	317655	14775	176182	1.802993	0.079821	0.004686	0.014333	0.496347	0.022661	354957	12292240	0.079821	6.567181	
order	Chitinophagales	1853229	4519	401139	18412	279034	1.437599	0.078445	0.004605	0.029116	0.464210	0.033350	601094	9583522	0.078445	5.383774	
order	Caulobacterales	204458	1422	118453	4927	83316	1.421732	0.046094	0.002706	0.016813	0.476890	0.021383	174707	4955466	0.046094	6.765012	
order	Flavobacteriales	200644	991	73674	3464	20461	3.600704	0.040907	0.002401	0.011361	0.530188	0.011361	38592	1800993	0.040907	9.328492	
order	Pseudonocardiales	85010	2136	134252	4827	75233	1.784483	0.030786	0.001807	0.017252	0.622718	0.017252	120814	4360868	0.030786	7.547505	
order	Propionibacteriales	85009	511	40663	898	27271	1.491071	0.020223	0.001187	0.013563	0.554300	0.013563	49199	2010690	0.020223	8.528187	
order	Vicinamibacteraceae - no_o_rank	0	1066	92994	4671	61659	1.508198	0.016336	0.000959	0.010831	0.414922	0.010831	148604	5692709	0.016336	9.556447	
order	Myxococcales	29	1070	90050	1594	65510	1.374599	0.015675	0.000920	0.011404	0.594551	0.011404	110184	5744644	0.015675	9.310806	
order	Planctomycetales	112	1355	130170	8053	86055	1.512637	0.015026	0.000882	0.009933	0.248065	0.009933	346905	8663170	0.015026	9.983494	
family	Streptomycetaceae	2062	348665	24819882	484498	2514839	9.869372	10.157051	0.596267	0.184071	0.816026	0.516078	3081812	13662317	10.157051	0.968344	
family	Micromonosporaceae	28056	69785	5301876	139111	1258756	4.211997	1.701082	0.099862	0.403866	0.793334	0.403866	1586665	3116767	1.701082	1.214936	
family	Bradyrhizobiaceae	41294	29159	2493907	61715	1370268	1.820014	1.076647	0.063204	0.058554	0.612721	0.326740	2236365	23401909	1.076647	1.435458	
family	Thermomonosporaceae	2012	39291	2600126	76635	840292	3.094312	1.023747	0.060099	0.063524	0.682275	0.191633	1231603	13227871	1.023747	2.053855	
family	Siphoviridae	10699	159	12927	431	5772	2.239605	0.635391	0.037300	0.154916	0.648539	0.240350	8900	37259	0.635391	1.777805	
family	Rhodanobacteraceae	1775411	14546	1232104	22752	771836	1.596329	0.633407	0.037184	0.101441	0.641372	0.185565	1203413	7608736	0.633407	2.094983	
family	Mycobacteriaceae	1762	8920	688258	24857	355377	1.936698	0.418824	0.024587	0.027842	0.595330	0.063055	596941	12764219	0.418824	3.854764	
family	Hyphomicrobiaceae	45401	6301	567874	16669	385040	1.474844	0.193390	0.011353	0.066444	0.550835	0.078663	699011	5794980	0.193390	3.422343	
family	Nitrosomonadaceae	206379	5068	546385	14912	348316	1.568647	0.185131	0.010868	0.076664	0.490230	0.102501	710515	4543417	0.185131	2.959056	
family	Pseudomonadaceae	135621	1388	113912	2095	78192	1.456824	0.165416	0.009711	0.012665	0.511076	0.019338	152995	6174038	0.165416	7.121130	
family	Sphingomonadaceae	41297	3213	256746	5545	174877	1.468152	0.148874	0.008740	0.047370	0.652918	0.080848	267839	3691702	0.148874	3.371769	
family	Opitutaceae	134623	4473	320095	14678	94095	3.401828	0.111582	0.006550	0.032801	0.522904	0.032801	179947	2868688	0.111582	5.430207	
family	Nocardiaceae	85025	4386	305788	10573	195338	1.565430	0.100534	0.005902	0.013946	0.555670	0.021654	351536	14006520	0.100534	6.721663	
family	Chitinophagaceae	563835	4519	401139	18412	279034	1.437599	0.078445	0.004605	0.029116	0.464210	0.033350	601094	9583522	0.078445	5.383774	
family	Burkholderiaceae	119060	2237	193839	5063	139097	1.393553	0.070425	0.004134	0.050536	0.534727	0.050536	260127	2752429	0.070425	4.334494	
family	Phyllobacteriaceae	69277	1703	134760	4312	86394	1.559831	0.049875	0.002928	0.016300	0.532455	0.017882	162256	5300321	0.049875	7.410985	
family	Caulobacteraceae	76892	1422	118453	4927	83316	1.421732	0.046094	0.002706	0.016813	0.476890	0.021383	174707	4955466	0.046094	6.765012	
family	Reyranella - no_f_rank	0	2307	164209	8147	83892	1.957386	0.044357	0.002604	0.022661	0.502176	0.022661	167057	3701975	0.044357	6.567181	
family	Flavobacteriaceae	49546	991	73674	3464	20461	3.600704	0.040907	0.002401	0.011361	0.530188	0.011361	38592	1800993	0.040907	9.328492	
family	Pseudonocardiaceae	2070	2136	134252	4827	75233	1.784483	0.030786	0.001807	0.017252	0.622718	0.017252	120814	4360868	0.030786	7.547505	
family	Enhydrobacter - no_f_rank	0	1260	94048	4298	49444	1.902111	0.021070	0.001237	0.011077	0.504963	0.011077	97916	4463506	0.021070	9.448490	
family	Nocardioidaceae	85015	511	40663	898	27271	1.491071	0.020223	0.001187	0.013563	0.554300	0.013563	49199	2010690	0.020223	8.528187	
family	Comamonadaceae	80864	493	40124	750	27772	1.444765	0.019711	0.001157	0.013643	0.600943	0.013643	46214	2035631	0.019711	8.502821	
family	Vicinamibacteraceae	2211325	1066	92994	4671	61659	1.508198	0.016336	0.000959	0.010831	0.414922	0.010831	148604	5692709	0.016336	9.556447	
family	Myxococcaceae	31	1070	90050	1594	65510	1.374599	0.015675	0.000920	0.011404	0.594551	0.011404	110184	5744644	0.015675	9.310806	
family	Gemmataceae	1914233	1355	130170	8053	86055	1.512637	0.015026	0.000882	0.009933	0.248065	0.009933	346905	8663170	0.015026	9.983494	
family	Rhodospirillaceae	41295	620	59398	2330	42846	1.386314	0.014393	0.000845	0.010382	0.476151	0.010382	89984	4126759	0.014393	9.762996	
genus	Streptomyces	1883	348665	24819882	484498	2514839	9.869372	10.157051	0.596267	0.184071	0.816026	0.516078	3081812	13662317	10.157051	0.968344	
genus	Actinocatenispora	390988	69785	5301876	139111	1258756	4.211997	1.701082	0.099862	0.403866	0.793334	0.403866	1586665	3116767	1.701082	1.214936	
genus	Actinomadura	1988	39291	2600126	76635	840292	3.094312	1.023747	0.060099	0.063524	0.682275	0.191633	1231603	13227871	1.023747	2.053855	
genus	Nitrobacter	911	19232	1724988	45967	855144	2.017190	0.733570	0.043064	0.122754	0.640143	0.326740	1335865	6966320	0.733570	1.435458	
genus	R4virus	1982881	159	12927	431	5772	2.239605	0.635391	0.037300	0.154916	0.648539	0.240350	8900	37259	0.635391	1.777805	
genus	Rhodanobacter	75309	14546	1232104	22752	771836	1.596329	0.633407	0.037184	0.101441	0.641372	0.185565	1203413	7608736	0.633407	2.094983	
genus	Mycobacterium	1763	8329	643854	23341	325995	1.975043	0.401366	0.023562	0.031895	0.592925	0.063055	549808	10220725	0.401366	3.854764	
genus	Devosia	46913	6301	567874	16669	385040	1.474844	0.193390	0.011353	0.066444	0.550835	0.078663	699011	5794980	0.193390	3.422343	
genus	Nitrosomonas	914	5068	546385	14912	348316	1.568647	0.185131	0.010868	0.076664	0.490230	0.102501	710515	4543417	0.185131	2.959056	
genus	Bradyrhizobium	374	4942	352409	8895	227487	1.549139	0.180098	0.010573	0.026055	0.573157	0.086074	396902	8731168	0.180098	3.258519	
genus	Pseudomonas	286	1388	113912	2095	78192	1.456824	0.165416	0.009711	0.012665	0.511076	0.019338	152995	6174038	0.165416	7.121130	
genus	Bosea	85413	4202	352827	3740	244943	1.440445	0.138649	0.008139	0.048152	0.618006	0.048171	396344	5086883	0.138649	4.445137	
genus	Sphingopyxis	165697	2412	195784	4137	132897	1.473201	0.119106	0.006992	0.080848	0.655627	0.080848	202702	1643780	0.119106	3.371769	
genus	Lacunisphaera	1961799	4473	320095	14678	94095	3.401828	0.111582	0.006550	0.032801	0.522904	0.032801	179947	2868688	0.111582	5.430207	
genus	Caballeronia	1827195	2237	193839	5063	139097	1.393553	0.070425	0.004134	0.050536	0.534727	0.050536	260127	2752429	0.070425	4.334494	
genus	Nocardia	1817	4188	282838	10261	179428	1.576331	0.070285	0.004126	0.014353	0.584085	0.021654	307195	12500744	0.070285	6.721663	
genus	Mesorhizobium	68287	1703	134760	4312	86394	1.559831	0.049875	0.002928	0.016300	0.532455	0.017882	162256	5300321	0.049875	7.410985	
genus	Niastella	354354	3361	298340	13912	204895	1.456063	0.048560	0.002851	0.033350	0.454213	0.033350	451099	6143781	0.048560	5.383774	
genus	Reyranella	445219	2307	164209	8147	83892	1.957386	0.044357	0.002604	0.022661	0.502176	0.022661	167057	3701975	0.044357	6.567181	
genus	Flavobacterium	237	991	73674	3464	20461	3.600704	0.040907	0.002401	0.011361	0.530188	0.011361	38592	1800993	0.040907	9.328492	
genus	Pseudonocardia	1847	2136	134252	4827	75233	1.784483	0.030786	0.001807	0.017252	0.622718	0.017252	120814	4360868	0.030786	7.547505	
genus	Asticcacaulis	76890	953	84714	3945	58847	1.439564	0.030783	0.001807	0.021383	0.429741	0.021383	136936	2752003	0.030783	6.765012	
genus	Rhodococcus	1827	198	22950	312	15910	1.442489	0.030250	0.001776	0.010566	0.358810	0.010803	44341	1505776	0.030250	9.569269	
genus	Parafilimonas	1649476	1158	102799	4500	74139	1.386571	0.029886	0.001754	0.021554	0.494276	0.021554	149995	3439741	0.029886	6.737643	
genus	Novosphingobium	165696	801	60962	1408	41980	1.452168	0.029768	0.001748	0.020499	0.644488	0.020499	65137	2047922	0.029768	6.912545	
genus	Afipia	1033	783	63683	3113	42694	1.491615	0.024329	0.001428	0.016311	0.398064	0.016311	107254	2617538	0.024329	7.765904	
genus	Enhydrobacter	212791	1260	94048	4298	49444	1.902111	0.021070	0.001237	0.011077	0.504963	0.011077	97916	4463506	0.021070	9.448490	
genus	Nocardioides	1839	511	40663	898	27271	1.491071	0.020223	0.001187	0.013563	0.554300	0.013563	49199	2010690	0.020223	8.528187	
genus	Acidovorax	12916	493	40124	750	27772	1.444765	0.019711	0.001157	0.013643	0.600943	0.013643	46214	2035631	0.019711	8.502821	
genus	Mycolicibacterium	1866885	591	44404	1516	29382	1.511265	0.017458	0.001025	0.011552	0.623385	0.011552	47133	2543494	0.017458	9.250211	
genus	Luteitalea	2004797	1066	92994	4671	61659	1.508198	0.016336	0.000959	0.010831	0.414922	0.010831	148604	5692709	0.016336	9.556447	
genus	Myxococcus	32	1070	90050	1594	65510	1.374599	0.015675	0.000920	0.011404	0.594551	0.011404	110184	5744644	0.015675	9.310806	
genus	Caulobacter	75	469	33739	982	24469	1.378847	0.015312	0.000899	0.011105	0.647825	0.011105	37771	2203463	0.015312	9.436695	
genus	Zavarzinella	600332	1355	130170	8053	86055	1.512637	0.015026	0.000882	0.009933	0.248065	0.009933	346905	8663170	0.015026	9.983494	
genus	Niveispirillum	1543704	620	59398	2330	42846	1.386314	0.014393	0.000845	0.010382	0.476151	0.010382	89984	4126759	0.014393	9.762996	
species	Streptomyces griseofuscus	146922	310787	22128746	426035	1376968	16.070632	8.293704	0.486880	0.516078	0.897680	0.516078	1533918	2668138	8.293704	0.968344	
species	Actinocatenispora sera	390989	69785	5301876	139111	1258756	4.211997	1.701082	0.099862	0.403866	0.793334	0.403866	1586665	3116767	1.701082	1.214936	
species	Nitrobacter vulgaris	29421	17385	1582027	39859	764419	2.069581	0.676214	0.039697	0.326740	0.668551	0.326740	1143396	2339535	0.676214	1.435458	
species	Streptomyces pactum	68249	3155	279339	8322	42679	6.545116	0.613238	0.036000	0.093694	0.852097	0.093694	50087	455515	0.613238	3.110152	
species	Streptomyces phage Daudau	2041206	148	12199	400	5486	2.223660	0.534458	0.031375	0.240350	0.644350	0.240350	8514	22825	0.534458	1.777805	
species	Streptomyces griseoaurantiacus	68213	14272	1052507	7911	612523	1.718314	0.470262	0.027607	0.273676	0.783038	0.273676	782239	2238128	0.470262	1.629095	
species	Actinomadura latina	163603	14440	997383	22410	416412	2.395183	0.458995	0.026945	0.191633	0.710877	0.191633	585772	2172971	0.458995	2.053855	
species	Rhodanobacter glycinis	582702	7001	642892	7289	394863	1.628139	0.302125	0.017736	0.185565	0.652060	0.185565	605562	2127898	0.302125	2.094983	
species	Streptomyces paucisporeus	310782	10674	701551	22327	236214	2.969981	0.235751	0.013840	0.079378	0.671522	0.079378	351759	2975809	0.235751	3.405574	
species	Rhodanobacter spathiphylli	347483	4938	387417	9221	241406	1.604836	0.226313	0.013286	0.141019	0.663933	0.141019	363600	1711867	0.226313	2.468043	
species	Streptomyces sampsonii	42239	390	26211	497	3902	6.717324	0.198981	0.011681	0.029622	0.762854	0.029622	5115	131726	0.198981	5.723512	
species	Streptomyces sp. CdTB01	1725411	8425	543698	17107	195653	2.778889	0.193410	0.011354	0.069600	0.701200	0.069600	279026	2811117	0.193410	3.656210	
species	Actinomadura madurae	1993	9190	591635	21732	124480	4.752852	0.167761	0.009848	0.035297	0.664489	0.035297	187332	3526661	0.167761	5.227920	
species	Actinomadura meyerae	240840	5769	378665	10775	140540	2.694357	0.160088	0.009398	0.059416	0.677412	0.059416	207466	2365355	0.160088	3.978753	
species	Nitrosomonas communis	44574	4675	512716	13931	328512	1.560722	0.159975	0.009391	0.102501	0.487274	0.102501	674183	3204968	0.159975	2.959056	
species	Actinomadura mexicana	134959	6617	433937	15196	114085	3.803629	0.147622	0.008666	0.038811	0.636806	0.038811	179152	2939513	0.147622	4.976544	
species	Pseudomonas putida	303	1337	110070	2081	75546	1.456993	0.145778	0.008558	0.012636	0.508953	0.019338	148434	5978400	0.145778	7.121130	
species	Bradyrhizobium sp. 3 85S1MB	1404367	2738	184949	2430	114387	1.616871	0.139170	0.008170	0.086074	0.736807	0.086074	155247	1328942	0.139170	3.258519	
species	Mycobacterium conspicuum	44010	4055	296403	12672	154114	1.923271	0.121272	0.007119	0.063055	0.584241	0.063055	263785	2444126	0.121272	3.854764	
species	Sphingopyxis terrae	33052	2412	195784	4137	132897	1.473201	0.119106	0.006992	0.080848	0.655627	0.080848	202702	1643780	0.119106	3.371769	
species	Devosia riboflavina	46914	3998	362466	13457	241912	1.498338	0.117864	0.006919	0.078663	0.540982	0.078663	447172	3075290	0.117864	3.422343	
species	Lacunisphaera limnophila	1838286	4473	320095	14678	94095	3.401828	0.111582	0.006550	0.032801	0.522904	0.032801	179947	2868688	0.111582	5.430207	
species	Mycobacterium intracellulare	1767	140	9437	323	4577	2.061831	0.103604	0.006082	0.020481	0.635077	0.031875	7207	223477	0.103604	5.511107	
species	Mycobacterium mantenii	560555	2146	181723	5460	86384	2.103665	0.098469	0.005781	0.046809	0.616531	0.046809	140113	1845476	0.098469	4.512608	
species	Streptomyces albus	1888	125	13091	509	4266	3.068683	0.098430	0.005778	0.032076	0.580803	0.032076	7345	132998	0.098430	5.493294	
species	Actinomadura formosensis	60706	3275	198506	6522	44775	4.433412	0.089282	0.005241	0.020138	0.622905	0.020138	71881	2223371	0.089282	6.975423	
species	Rhodanobacter fulvus	219571	2004	162125	4953	108751	1.490791	0.083168	0.004882	0.055788	0.572271	0.055788	190034	1949372	0.083168	4.114012	
species	Devosia sp. H5989	1643450	2303	205408	3212	143128	1.435135	0.075526	0.004434	0.052627	0.568331	0.052627	251839	2719690	0.075526	4.242853	
species	Caballeronia concitans	1777133	2237	193839	5063	139097	1.393553	0.070425	0.004134	0.050536	0.534727	0.050536	260127	2752429	0.070425	4.334494	
species	Bosea sp. AS-1	2015316	2288	199799	1267	138283	1.444856	0.069601	0.004086	0.048171	0.602047	0.048171	229688	2870651	0.069601	4.445137	
species	Bosea robiniae	1036780	1914	153028	2473	106660	1.434727	0.069049	0.004053	0.048127	0.640001	0.048127	166656	2216232	0.069049	4.447300	
species	Streptomyces phage Amethyst	2041205	7	353	13	127	2.779528	0.051152	0.003003	0.018403	0.631841	0.018403	201	6901	0.051152	7.303327	
species	Streptomyces phage Tefunt	2041209	4	375	18	159	2.358491	0.049781	0.002922	0.021107	0.859459	0.021107	185	7533	0.049781	6.810092	
species	Niastella koreensis	354356	3361	298340	13912	204895	1.456063	0.048560	0.002851	0.033350	0.454213	0.033350	451099	6143781	0.048560	5.383774	
species	Reyranella massiliensis	445220	2307	164209	8147	83892	1.957386	0.044357	0.002604	0.022661	0.502176	0.022661	167057	3701975	0.044357	6.567181	
species	Flavobacterium suncheonense	350894	991	73674	3464	20461	3.600704	0.040907	0.002401	0.011361	0.530188	0.011361	38592	1800993	0.040907	9.328492	
species	Nitrobacter hamburgensis	912	1369	108597	4570	68178	1.592845	0.037519	0.002203	0.023555	0.478358	0.023555	142525	2894419	0.037519	6.438467	
species	Mycobacterium lentiflavum	141349	962	90712	2990	45228	2.005660	0.034002	0.001996	0.016953	0.567265	0.016953	79730	2667821	0.034002	7.614857	
species	Streptomyces zinciresistens	1073330	821	73161	1743	41689	1.754923	0.033744	0.001981	0.019228	0.589494	0.019228	70720	2168088	0.033744	7.141865	
species	Pseudonocardia acaciae	551276	2136	134252	4827	75233	1.784483	0.030786	0.001807	0.017252	0.622718	0.017252	120814	4360868	0.030786	7.547505	
species	Asticcacaulis taihuensis	260084	953	84714	3945	58847	1.439564	0.030783	0.001807	0.021383	0.429741	0.021383	136936	2752003	0.030783	6.765012	
species	Nocardia mikamii	508464	1340	99611	3303	70324	1.416458	0.030672	0.001801	0.021654	0.583757	0.021654	120468	3247615	0.030672	6.721663	
species	Parafilimonas terrae	1465490	1158	102799	4500	74139	1.386571	0.029886	0.001754	0.021554	0.494276	0.021554	149995	3439741	0.029886	6.737643	
species	Novosphingobium subterraneum	48936	801	60962	1408	41980	1.452168	0.029768	0.001748	0.020499	0.644488	0.020499	65137	2047922	0.029768	6.912545	
species	Mycobacterium colombiense	339268	655	37629	1305	17957	2.095506	0.027083	0.001590	0.012924	0.639563	0.012924	28077	1389380	0.027083	8.739143	
species	Mesorhizobium plurifarium	69974	1197	90787	2679	60935	1.489899	0.026642	0.001564	0.017882	0.587150	0.017882	103781	3407650	0.026642	7.410985	
species	Bradyrhizobium erythrophlei	1437360	1745	134779	5631	91009	1.480941	0.025522	0.001498	0.017234	0.448999	0.017234	202693	5280825	0.025522	7.551510	
species	Nitrosomonas sp. AL212	153948	393	33669	981	19804	1.700111	0.025155	0.001477	0.014796	0.545084	0.014796	36332	1338449	0.025155	8.159950	
species	Afipia felis	1035	783	63683	3113	42694	1.491615	0.024329	0.001428	0.016311	0.398064	0.016311	107254	2617538	0.024329	7.765904	
species	Mesorhizobium loti	381	506	43973	1633	25459	1.727208	0.023233	0.001364	0.013451	0.435383	0.013451	58475	1892671	0.023233	8.563990	
species	Nocardia jiangxiensis	282685	1612	102519	3791	61063	1.678905	0.022202	0.001303	0.013224	0.597509	0.013224	102196	4617532	0.022202	8.638238	
species	Rhodanobacter denitrificans	666685	603	39670	1289	26816	1.479341	0.021802	0.001280	0.014737	0.606464	0.014737	44217	1819599	0.021802	8.176489	
species	Enhydrobacter aerosaccus	225324	1260	94048	4298	49444	1.902111	0.021070	0.001237	0.011077	0.504963	0.011077	97916	4463506	0.021070	9.448490	
species	Nocardioides halotolerans	433660	511	40663	898	27271	1.491071	0.020223	0.001187	0.013563	0.554300	0.013563	49199	2010690	0.020223	8.528187	
species	Nitrobacter winogradskyi	913	478	34364	1538	22547	1.524105	0.019836	0.001164	0.013015	0.451446	0.013015	49944	1732366	0.019836	8.708246	
species	Acidovorax sp. KKS102	358220	493	40124	750	27772	1.444765	0.019711	0.001157	0.013643	0.600943	0.013643	46214	2035631	0.019711	8.502821	
species	Pseudomonas sp. SWI36	2083052	51	3842	14	2646	1.452003	0.019638	0.001153	0.013525	0.580136	0.013525	4561	195638	0.019638	8.540332	
species	Streptomyces albidoflavus	1886	16	1578	47	945	1.669841	0.019530	0.001147	0.011696	0.589520	0.011696	1603	80798	0.019530	9.192417	
species	Mycolicibacterium chubuense	1800	591	44404	1516	29382	1.511265	0.017458	0.001025	0.011552	0.623385	0.011552	47133	2543494	0.017458	9.250211	
species	Nocardia miyunensis	282684	1236	80708	3167	48041	1.679982	0.017410	0.001022	0.010363	0.568324	0.010363	84531	4635597	0.017410	9.772027	
species	Mycobacterium bohemicum	56425	371	27950	591	17735	1.575980	0.016935	0.000994	0.010746	0.574023	0.010746	30896	1650445	0.016935	9.594866	
species	Luteitalea pratensis	1855912	1066	92994	4671	61659	1.508198	0.016336	0.000959	0.010831	0.414922	0.010831	148604	5692709	0.016336	9.556447	
species	Rhodococcus sp. YL-1	1045808	121	13867	266	9457	1.466321	0.015840	0.000930	0.010803	0.388139	0.010803	24365	875443	0.015840	9.569269	
species	Myxococcus fulvus	33	1070	90050	1594	65510	1.374599	0.015675	0.000920	0.011404	0.594551	0.011404	110184	5744644	0.015675	9.310806	
species	Bradyrhizobium sp. S23321	335659	459	32681	834	22091	1.479381	0.015405	0.000904	0.010413	0.566988	0.010413	38962	2121401	0.015405	9.748338	
species	Caulobacter vibrioides	155892	469	33739	982	24469	1.378847	0.015312	0.000899	0.011105	0.647825	0.011105	37771	2203463	0.015312	9.436695	
species	Zavarzinella formosa	360055	1355	130170	8053	86055	1.512637	0.015026	0.000882	0.009933	0.248065	0.009933	346905	8663170	0.015026	9.983494	
species	Rhodococcus erythropolis	1833	77	9083	46	6453	1.407562	0.014410	0.000846	0.010237	0.323038	0.010237	19976	630333	0.014410	9.832630	
species	Niveispirillum cyanobacteriorum	1612173	620	59398	2330	42846	1.386314	0.014393	0.000845	0.010382	0.476151	0.010382	89984	4126759	0.014393	9.762996	
strain	Streptomyces griseofuscus strain NRRL B-5429	146922.1	310787	22128746	426035	1376968	16.070632	8.293704	0.412541	0.516078	0.897680	0.516078	1533918	2668138	8.293704	0.968344	Not shown (strain-result biased); 
strain	Actinocatenispora sera strain NRRL B-24477	390989.1	69785	5301876	139111	1258756	4.211997	1.701082	0.084614	0.403866	0.793334	0.403866	1586665	3116767	1.701082	1.214936	Not shown (strain-result biased); 
strain	Nitrobacter vulgaris strain Ab1	29421.1	17385	1582027	39859	764419	2.069581	0.676214	0.033636	0.326740	0.668551	0.326740	1143396	2339535	0.676214	1.435458	Not shown (strain-result biased); 
strain	Streptomyces pactum strain KLBMP 5084	68249.1	3155	279339	8322	42679	6.545116	0.613238	0.030503	0.093694	0.852097	0.093694	50087	455515	0.613238	3.110152	Not shown (strain-result biased); 
strain	Streptomyces phage Daudau	2041206.1	148	12199	400	5486	2.223660	0.534458	0.026585	0.240350	0.644350	0.240350	8514	22825	0.534458	1.777805	Not shown (strain-result biased); 
strain	Streptomyces griseoaurantiacus M045	996637	14272	1052507	7911	612523	1.718314	0.470262	0.023392	0.273676	0.783038	0.273676	782239	2238128	0.470262	1.629095	Not shown (strain-result biased); 
